head,tail,relation,note
rs9200,"[['C6', '(PA25921)']]",belongs to,
rs3805715,"[['C6', '(PA25921)']]",belongs to,
rs6865420,"[['C6', '(PA25921)']]",belongs to,
rs3805716,"[['C6', '(PA25921)']]",belongs to,
rs10052999,"[['C6', '(PA25921)']]",belongs to,
rs10052999,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs10052999,"[['C6', '(PA25921)']]",belongs to,
rs7443562,"[['C6', '(PA25921)']]",belongs to,
rs2295490,"[['indapamide', '(PA449975)'], ['perindopril', '(PA450877)']]",increased response to,
rs2295490,"[['TRIB3', '(PA25804)']]",belongs to,
rs9361233,"[['fluoxetine', '(PA449673)']]",increased response to,
rs9361233,"[['HTR1B', '(PA29549)']]",belongs to,
rs9361235,"[['fluoxetine', '(PA449673)']]",increased response to,
rs9361235,"[['HTR1B', '(PA29549)']]",belongs to,
rs9934438,"[['warfarin', '(PA451906)']]",increased dose of,
rs9934438,"[['VKORC1', '(PA133787052)']]",belongs to,
rs2266782,"[['sulindac', '(PA451565)']]",increased exposure to,
rs2266782,"[['FMO3', '(PA166)']]",belongs to,
rs2266780,"[['sulindac', '(PA451565)']]",increased exposure to,
rs2266780,"[['FMO3', '(PA166)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased trough concentration of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
CYP3A5 poor metabolizers,"[['tacrolimus', '(PA451578)']]",increased concentrations of,
CYP3A5 poor metabolizers,"[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A4*1, CYP3A4*22","[['tacrolimus', '(PA451578)']]",increased concentrations of,
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs20576,"[['TNFRSF10A', '(PA36597)']]",belongs to,
rs20575,"[['TNFRSF10A', '(PA36597)']]",belongs to,
rs2230229,"[['TNFRSF10A', '(PA36597)']]",belongs to,
rs12488654,"[['TNFSF10', '(PA36618)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
"CYP2C9*1, CYP2C9*3","[['warfarin', '(PA451906)']]",decreased dose of,
"CYP2C9*1, CYP2C9*3","[['CYP2C9', '(PA126)']]",belongs to,
rs2069514,"[['warfarin', '(PA451906)']]",decreased dose of,
rs2069514,"[['CYP1A2', '(PA27093)']]",belongs to,
rs28371759,"[['warfarin', '(PA451906)']]",decreased dose of,
rs28371759,"[['CYP3A4', '(PA130)']]",belongs to,
rs7412,"[['warfarin', '(PA451906)']]",decreased dose of,
rs7412,"[['APOE', '(PA55)']]",belongs to,
rs2260863,"[['warfarin', '(PA451906)']]",increased dose of,
rs2260863,"[['EPHX1', '(PA27829)']]",belongs to,
rs2189784,"[['warfarin', '(PA451906)']]",increased dose of,
rs2189784,"[['CYP4F2', '(PA27121)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased trough concentration of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs4986893,"[['CYP2C19', '(PA124)']]",belongs to,
rs12248560,"[['CYP2C19', '(PA124)']]",belongs to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs8175347,"[['UGT1A1', '(PA420)']]",belongs to,
rs4148978,"[['SLCO1A2', '(PA328)']]",belongs to,
rs3764043,"[['SLCO1A2', '(PA328)']]",belongs to,
rs3834939,"[['rocuronium', '(PA164754992)']]",decreased clearance of,
rs3834939,"[['SLCO1A2', '(PA328)']]",belongs to,
rs11568563,"[['SLCO1A2', '(PA328)']]",belongs to,
"CYP3A4*1, CYP3A4*22","[['tacrolimus', '(PA451578)']]",dose-adjusted trough concentrations of,
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A4*1, CYP3A4*22","[['CYP3A4', '(PA130)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs2231142,"[['sunitinib', '(PA162372840)']]",increased exposure to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs151264360,"[['TYMS', '(PA359)']]",belongs to,
rs2612091,"[['ENOSF1', '(PA134897613)']]",belongs to,
rs776746,"[['tacrolimus', '(PA451578)']]",decreased dose-adjusted trough concentrations of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs2075685,"[['fluorouracil', '(PA128406956)'], ['Platinum', 'compounds', '(PA164713176)'], ['radiotherapy', '(PA166122986)']]",decreased response to,
rs2075685,"[['XRCC4', '(PA37423)']]",belongs to,
rs10040363,"[['fluorouracil', '(PA128406956)'], ['Platinum', 'compounds', '(PA164713176)'], ['radiotherapy', '(PA166122986)']]",decreased response to,
rs10040363,"[['XRCC4', '(PA37423)']]",belongs to,
rs2298881,"[['fluorouracil', '(PA128406956)'], ['Platinum', 'compounds', '(PA164713176)'], ['radiotherapy', '(PA166122986)']]",increased response to,
rs2298881,"[['ERCC1', '(PA155)']]",belongs to,
rs238406,"[['ERCC2', '(PA27848)']]",belongs to,
rs50872,"[['ERCC2', '(PA27848)']]",belongs to,
rs3810366,"[['ERCC2', '(PA27848)']]",belongs to,
rs1052555,"[['ERCC2', '(PA27848)']]",belongs to,
rs3842,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs41303343,"[['CYP3A5', '(PA131)']]",belongs to,
rs10264272,"[['CYP3A5', '(PA131)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs35599367,"[['CYP3A4', '(PA130)']]",belongs to,
rs28399433,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs28399433,"[['CYP2A6', '(PA121)']]",belongs to,
rs35303484,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs35303484,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs1045642,"[['clopidogrel', '(PA449053)']]",increased resistance to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs10841753,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs2306283,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs4148323,"[['UGT1A1', '(PA420)']]",belongs to,
rs750165758,"[['SLCO1A2', '(PA328)']]",belongs to,
rs7439366,"[['UGT2B7', '(PA361)']]",belongs to,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs13181,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['cisplatin', '(PA449014)'], ['docetaxel', '(PA449383)'], ['epirubicin', '(PA449476)'], ['oxaliplatin', '(PA131285527)'], ['trastuzumab', '(PA451743)']]",increased response to,
rs13181,"[['ERCC2', '(PA27848)']]",belongs to,
rs1799793,"[['ERCC2', '(PA27848)']]",belongs to,
rs3212986,"[['ERCC1', '(PA155)']]",belongs to,
rs11615,"[['bevacizumab', '(PA130232992)'], ['capecitabine', '(PA448771)'], ['cisplatin', '(PA449014)'], ['docetaxel', '(PA449383)'], ['epirubicin', '(PA449476)'], ['oxaliplatin', '(PA131285527)'], ['trastuzumab', '(PA451743)']]",decreased response to,
rs11615,"[['ERCC1', '(PA155)']]",belongs to,
rs11479,"[['TYMP', '(PA162407502)']]",belongs to,
"GSTM1 non-null, GSTM1 null","[['GSTM1', '(PA182)']]",belongs to,
rs4149056,"[['SLCO1B1', '(PA134865839)']]",belongs to,
rs13181,"[['ERCC2', '(PA27848)']]",belongs to,
rs1870134,"[['XPC', '(PA37413)']]",belongs to,
rs2228001,"[['XPC', '(PA37413)']]",belongs to,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs34097093,"[['CYP2B6', '(PA123)']]",belongs to,
rs3892097,"[['haloperidol', '(PA449841)']]",decreased response to,
rs3892097,"[['CYP2D6', '(PA128)']]",belongs to,
"CYP2B6*1, CYP2B6*6","[['efavirenz', '(PA449441)']]",increased concentrations of,
"CYP2B6*1, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
"CYP2B6*1, CYP2B6*5","[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
"CYP2B6*1, CYP2B6*6","[['efavirenz', '(PA449441)']]",increased concentrations of,
"CYP2B6*1, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
"UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8","[['valproic', 'acid', '(PA451846)']]",decreased dose of,
"UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8","[['UGT1A6', '(PA37181)']]",belongs to,
"UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8","[['valproic', 'acid', '(PA451846)']]",metabolism of,
"UGT1A6*1a, UGT1A6*2a, UGT1A6*3a, UGT1A6*4a, UGT1A6*8","[['UGT1A6', '(PA37181)']]",belongs to,
rs17655,"[['platinum', '(PA150595617)']]",increased response to,
rs17655,"[['ERCC5', '(PA27851)']]",belongs to,
rs683369,"[['imatinib', '(PA10804)']]",decreased response to,
rs683369,"[['SLC22A1', '(PA329)']]",belongs to,
rs2231137,"[['sorafenib', '(PA7000)']]",concentrations of,
rs2231137,"[['ABCG2', '(PA390)']]",belongs to,
rs2231142,"[['sorafenib', '(PA7000)']]",concentrations of,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs25678,"[['daunorubicin', '(PA449212)']]",decreased exposure to,
rs25678,"[['CBR1', '(PA26121)']]",belongs to,
rs1128503,"[['remifentanil', '(PA451232)'], ['sevoflurane', '(PA451341)']]",increased response to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose-adjusted trough concentrations of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
"GSTT1 non-null, GSTT1 null","[['GSTT1', '(PA183)']]",belongs to,
"CYP2C19*1, CYP2C19*2","[['clopidogrel', '(PA449053)']]",increased resistance to,
"CYP2C19*1, CYP2C19*2","[['CYP2C19', '(PA124)']]",belongs to,
"CYP2D6*1, CYP2D6*4","[['colchicine', '(PA449092)']]",increased response to,
"CYP2D6*1, CYP2D6*4","[['CYP2D6', '(PA128)']]",belongs to,
rs13144136,"[['Antihypertensives', '(PA164712445)']]",increased response to,
rs13144136,"[['CLNK', '(PA164718067)']]",belongs to,
rs7968606,"[['amisulpride', '(PA162565877)']]",increased response to,
rs7968606,"[['ANKS1B', '(PA128394692)']]",belongs to,
rs776746,"[['imatinib', '(PA10804)']]",increased concentrations of,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs28399499,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs2279343,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs472660,"[['antipsychotics', '(PA452233)'], ['clozapine', '(PA449061)']]",increased response to,
rs472660,"[['CYP3A', '(PA27114)'], ['CYP3A43', '(PA427)']]",belongs to,
rs680055,"[['antipsychotics', '(PA452233)'], ['aripiprazole', '(PA10026)'], ['clozapine', '(PA449061)'], ['haloperidol', '(PA449841)'], ['olanzapine', '(PA450688)'], ['quetiapine', '(PA451201)'], ['risperidone', '(PA451257)']]",increased response to,
rs680055,"[['CYP3A43', '(PA427)']]",belongs to,
rs2279343,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs1045642,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs7246465,"[['efavirenz', '(PA449441)']]",increased metabolism of,
rs7246465,"[['CYP2B6', '(PA123)']]",belongs to,
rs707265,"[['efavirenz', '(PA449441)']]",increased metabolism of,
rs707265,"[['CYP2B6', '(PA123)']]",belongs to,
rs1042389,"[['efavirenz', '(PA449441)']]",decreased metabolism of,
rs1042389,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs2454727,"[['niacin', '(PA450617)']]",decreased response to,
rs2454727,"[['HCAR2', '(PA165961843)']]",belongs to,
rs887829,"[['UGT1A1', '(PA420)']]",belongs to,
rs1057910,"[['warfarin', '(PA451906)']]",decreased dose of,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs9923231,"[['warfarin', '(PA451906)']]",decreased dose of,
rs9923231,"[['VKORC1', '(PA133787052)']]",belongs to,
rs2108622,"[['warfarin', '(PA451906)']]",increased dose of,
rs2108622,"[['CYP4F2', '(PA27121)']]",belongs to,
rs1902023,"[['acetaminophen', '(PA448015)']]",decreased clearance of,
rs1902023,"[['UGT2B15', '(PA37188)']]",belongs to,
rs9282861,"[['SULT1A1', '(PA343)']]",belongs to,
rs1902023,"[['acetaminophen', '(PA448015)']]",increased metabolism of,
rs1902023,"[['UGT2B15', '(PA37188)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs2279343,"[['CYP2B6', '(PA123)']]",belongs to,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs1799853,"[['CYP2C9', '(PA126)']]",belongs to,
rs1057910,"[['CYP2C9', '(PA126)']]",belongs to,
rs10509681,"[['CYP2C8', '(PA125)']]",belongs to,
rs11572080,"[['CYP2C8', '(PA125)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs35599367,"[['everolimus', '(PA164746311)']]",increased concentrations of,
rs35599367,"[['CYP3A4', '(PA130)']]",belongs to,
rs11572080,"[['CYP2C8', '(PA125)']]",belongs to,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs6313,"[['propofol', '(PA451141)']]",decreased dose of,
rs6313,"[['HTR2A', '(PA193)']]",belongs to,
rs2279020,"[['propofol', '(PA451141)']]",increased response to,
rs2279020,"[['GABRA1', '(PA28489)']]",belongs to,
rs6746030,"[['propofol', '(PA451141)']]",increased response to,
rs6746030,"[['SCN9A', '(PA35010)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased exposure to,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
"CYP2B6*1, CYP2B6*16","[['efavirenz', '(PA449441)']]",increased concentrations of,
"CYP2B6*1, CYP2B6*16","[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs28399499,"[['efavirenz', '(PA449441)']]",decreased clearance of,
rs28399499,"[['CYP2B6', '(PA123)']]",belongs to,
rs2032582,"[['tacrolimus', '(PA451578)']]",decreased metabolism of,
rs2032582,"[['ABCB1', '(PA267)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",decreased metabolism of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
rs8192709,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
CYP2C9 poor metabolizers,"[['endoxifen', '(PA166124478)']]",decreased concentrations of,
CYP2C9 poor metabolizers,"[['CYP2C9', '(PA126)']]",belongs to,
rs10929302,"[['UGT1A1', '(PA420)']]",belongs to,
rs2373586,"[['ABCB1', '(PA267)']]",belongs to,
rs12720066,"[['SN-38', '(PA165110775)']]",decreased exposure to,
rs12720066,"[['ABCB1', '(PA267)']]",belongs to,
rs6498588,"[['SN-38', '(PA165110775)']]",increased exposure to,
rs6498588,"[['ABCC1', '(PA244)']]",belongs to,
rs215095,"[['ABCC1', '(PA244)']]",belongs to,
rs116855232,"[['azathioprine', '(PA448515)']]",decreased dose of,
rs116855232,"[['NUDT15', '(PA134963132)']]",belongs to,
rs1045642,"[['imatinib', '(PA10804)']]",increased response to,
rs1045642,"[['ABCB1', '(PA267)']]",belongs to,
rs1128503,"[['imatinib', '(PA10804)']]",increased response to,
rs1128503,"[['ABCB1', '(PA267)']]",belongs to,
rs776746,"[['imatinib', '(PA10804)']]",increased response to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs1799782,"[['Platinum', 'compounds', '(PA164713176)']]",decreased response to,
rs1799782,"[['XRCC1', '(PA369)']]",belongs to,
rs25487,"[['platinum', '(PA150595617)']]",decreased response to,
rs25487,"[['XRCC1', '(PA369)']]",belongs to,
CYP2D6 poor metabolizer and intermediate metabolizer genotypes,"[['risperidone', '(PA451257)']]",decreased dose of,
CYP2D6 poor metabolizer and intermediate metabolizer genotypes,"[['CYP2D6', '(PA128)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased exposure to,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",decreased clearance of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs3745274,"[['efavirenz', '(PA449441)']]",increased concentrations of,
rs3745274,"[['CYP2B6', '(PA123)']]",belongs to,
rs5993883,"[['quetiapine', '(PA451201)']]",decreased response to,
rs5993883,"[['COMT', '(PA117)']]",belongs to,
rs6269,"[['quetiapine', '(PA451201)']]",decreased response to,
rs6269,"[['COMT', '(PA117)']]",belongs to,
rs4818,"[['quetiapine', '(PA451201)']]",decreased response to,
rs4818,"[['COMT', '(PA117)']]",belongs to,
rs75527207,"[['ivacaftor', '(PA165950341)']]",increased response to,
rs75527207,"[['CFTR', '(PA109)']]",belongs to,
rs151264360,"[['TYMS', '(PA359)']]",belongs to,
rs717620,"[['antiepileptics', '(PA143485705)']]",increased resistance to,
rs717620,"[['ABCC2', '(PA116)']]",belongs to,
rs45445694,"[['capecitabine', '(PA448771)'], ['fluorouracil', '(PA128406956)']]",increased response to,
rs45445694,"[['TYMS', '(PA359)']]",belongs to,
rs2853542,"[['TYMS', '(PA359)']]",belongs to,
HLA-DRB1*04:01:01,"[['interferon', 'beta-1a', '(PA450037)']]",increased response to,
HLA-DRB1*04:01:01,"[['HLA-DRB1', '(PA35072)']]",belongs to,
HLA-B*15:01:01:01,"[['interferon', 'beta-1a', '(PA450037)']]",decreased response to,
HLA-B*15:01:01:01,"[['HLA-B', '(PA35056)']]",belongs to,
rs746071566,"[['mercaptopurine', '(PA450379)']]",decreased dose of,
rs746071566,"[['NUDT15', '(PA134963132)']]",belongs to,
rs766023281,"[['mercaptopurine', '(PA450379)']]",decreased dose of,
rs766023281,"[['NUDT15', '(PA134963132)']]",belongs to,
rs2454727,"[['HCAR2', '(PA165961843)']]",belongs to,
rs7314976,"[['HCAR2', '(PA165961843)']]",belongs to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['escitalopram', '(PA10074)']]",increased response to,
"CYP2C19*1, CYP2C19*2, CYP2C19*3","[['CYP2C19', '(PA124)']]",belongs to,
rs3814055,"[['tacrolimus', '(PA451578)']]",decreased dose of,
rs3814055,"[['NR1I2', '(PA378)']]",belongs to,
rs3814055,"[['tacrolimus', '(PA451578)']]",increased concentrations of,
rs3814055,"[['NR1I2', '(PA378)']]",belongs to,
rs6785049,"[['NR1I2', '(PA378)']]",belongs to,
rs2276707,"[['NR1I2', '(PA378)']]",belongs to,
rs2307418,"[['NR1I3', '(PA391)']]",belongs to,
rs2307424,"[['NR1I3', '(PA391)']]",belongs to,
"CYP2B6*1, CYP2B6*6","[['efavirenz', '(PA449441)']]",decreased clearance of,
"CYP2B6*1, CYP2B6*6","[['CYP2B6', '(PA123)']]",belongs to,
"CYP3A5*1A, CYP3A5*3A","[['tacrolimus', '(PA451578)']]",increased dose of,
"CYP3A5*1A, CYP3A5*3A","[['CYP3A5', '(PA131)']]",belongs to,
CYP3A5*1A,"[['tacrolimus', '(PA451578)']]",decreased response to,
CYP3A5*1A,"[['CYP3A5', '(PA131)']]",belongs to,
rs776746,"[['CYP3A5', '(PA131)']]",belongs to,
rs35599367,"[['CYP3A4', '(PA130)']]",belongs to,
rs4244285,"[['CYP2C19', '(PA124)']]",belongs to,
rs2231142,"[['ABCG2', '(PA390)']]",belongs to,
rs96844,"[['etanercept', '(PA449515)']]",increased response to,
rs96844,"[['MAP3K1', '(PA30592)']]",belongs to,
rs12208357,"[['SLC22A1', '(PA329)']]",belongs to,
rs72552763,"[['SLC22A1', '(PA329)']]",belongs to,
rs622342,"[['SLC22A1', '(PA329)']]",belongs to,
